Service,Request,Result,Quality,HTTP Status,Response Time (ms)
GigaChat,"43.682570, 40.288311","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,699.89
Yandex,"42.874621, 131.635617",,network error: list index out of range,0,2318.53
DaData,"42.874621, 131.635617",,,400,59.15
GigaChat,"42.874621, 131.635617","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-приложениями, такими как Google Maps, Yandex.Карты или другими подобными инструментами.",-,200,529.61
Yandex,"48.482707, 135.078971",,network error: list index out of range,0,2318.55
DaData,"48.482707, 135.078971",,,400,59.45
GigaChat,"48.482707, 135.078971","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,511.33
Yandex,"50.290406, 127.527210",,network error: list index out of range,0,2296.59
DaData,"50.290406, 127.527210",,,400,48.67
GigaChat,"50.290406, 127.527210","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-приложениями, такими как Яндекс.Карты, Google Maps или 2ГИС.",-,200,538.53
Yandex,"52.033097, 113.501114",,network error: list index out of range,0,2365.83
DaData,"52.033097, 113.501114",,,400,78.9
GigaChat,"52.033097, 113.501114","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,506.27
Yandex,"56.600562, 57.758219",", Россия, Пермский муниципальный округ, Кукуштанское сельское поселение",other,200,95.01
DaData,"56.600562, 57.758219",,,200,60.31
GigaChat,"56.600562, 57.758219","Без использования дополнительных навыков у меня нет доступа к картам или базам данных с адресами, поэтому я не могу точно определить адрес по указанным координатам. Рекомендую воспользоваться специализированными сервисами карт и геолокации, такими как Google Maps, Yandex.Карты или специализированные API-сервисы.",-,200,509.16
Yandex,"58.000000, 56.316666",", Россия, Свердловская область, Красноуфимский муниципальный округ",other,200,111.05
DaData,"58.000000, 56.316666",,,200,65.44
GigaChat,"58.000000, 56.316666","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-поисковыми системами типа Яндекс.Карты, Google Maps или 2ГИС, указав координаты там.",-,200,542.97
Yandex,"57.152985, 65.541227",", Россия, Республика Коми, муниципальный район Печора, муниципальное образование Путеец",other,200,91.58
DaData,"57.152985, 65.541227",,,200,83.33
GigaChat,"57.152985, 65.541227","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-приложениями, такими как Яндекс.Карты, Google Maps или 2ГИС.",-,200,721.64
Yandex,"55.442201, 65.341118",", Россия, Республика Коми, муниципальный район Печора, муниципальное образование Чикшино",other,200,76.57
DaData,"55.442201, 65.341118",,,200,82.71
GigaChat,"55.442201, 65.341118","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,729.11
Yandex,"54.436231, 61.254593",", Россия, Республика Коми, муниципальный район Усть-Куломский, муниципальное образование Керчомъя",other,200,111.94
DaData,"54.436231, 61.254593",,,200,73.12
GigaChat,"54.436231, 61.254593","Без использования дополнительных навыков у меня нет доступа к картам или базам данных с адресами, поэтому я не могу определить точный почтовый адрес по указанным координатам.",-,200,360.23
Yandex,"53.451735, 59.067332",", Россия, Кировская область, Афанасьевский муниципальный округ",other,200,97.52
DaData,"53.451735, 59.067332",,,200,48.79
GigaChat,"53.451735, 59.067332","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования, поэтому я не могу точно определить адрес по указанным координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,736.28
Yandex,"51.530018, 46.034657",", Каспийское море",other,200,132.71
DaData,"51.530018, 46.034657",,,200,89.91
GigaChat,"51.530018, 46.034657","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-поисковыми системами, такими как Google Maps, Yandex.Карты или API специализированных сервисов геокодирования.",-,200,536.12
Yandex,"53.373896, 55.935023",", Россия, Удмуртская Республика, Каракулинский район, муниципальное образование Быргындинское",other,200,97.6
DaData,"53.373896, 55.935023",,,200,62.82
GigaChat,"53.373896, 55.935023","Без использования дополнительных навыков у меня нет доступа к картам или базам данных с адресами, поэтому я не могу точно определить адрес по указанным координатам. Рекомендую воспользоваться специализированными сервисами карт и геокодирования, такими как Google Maps, Yandex.Карты или API картографических сервисов.",-,200,566.51
Yandex,"54.736237, 55.966153",", Россия, Республика Башкортостан, Калтасинский район, Нижнекачмашевский сельсовет",other,200,83.08
DaData,"54.736237, 55.966153",,,200,60.93
GigaChat,"54.736237, 55.966153","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,494.79
Yandex,"56.132222, 47.251944",", Казахстан, Актюбинская область, Байганинский район, Жанажолский сельский округ",other,200,95.62
DaData,"56.132222, 47.251944",,,200,59.78
GigaChat,"56.132222, 47.251944","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-приложениями, такими как Google Maps, Yandex.Карты или другими онлайн-сервисами, предназначенными для перевода координат в адреса.",-,200,555.05
Yandex,"55.784183, 49.124128",", Казахстан, Актюбинская область, Темирский район, Алтыкарасуский сельский округ",other,200,101.2
DaData,"55.784183, 49.124128",,,200,60.71
GigaChat,"55.784183, 49.124128","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-поисковыми системами, такими как Яндекс.Карты, Google Maps или 2ГИС.",-,200,709.21
Yandex,"56.328674, 44.002059",", Узбекистан, Республика Каракалпакстан, Кунградский район, аульский сход граждан Устюрт",other,200,104.64
DaData,"56.328674, 44.002059",,,200,77.59
GigaChat,"56.328674, 44.002059","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и картам, чтобы точно определить адрес по указанным координатам. Рекомендую воспользоваться специализированными сервисами карт и геолокации, такими как Яндекс.Карты, Google Maps или 2ГИС.",-,200,516.24
Yandex,"57.152222, 65.527222",", Россия, Республика Коми, муниципальный район Печора, муниципальное образование Путеец",other,200,98.39
DaData,"57.152222, 65.527222",,,200,95.76
GigaChat,"57.152222, 65.527222","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и картам, чтобы точно определить адрес по указанным координатам. Рекомендую воспользоваться специализированными сервисами картографического направления, такими как Яндекс.Карты, Google Maps или 2ГИС, которые позволяют быстро найти точный адрес по координатам.",-,200,577.64
Yandex,"58.043056, 60.553889",", Россия, Пермский край, Красновишерский муниципальный округ",other,200,98.72
DaData,"58.043056, 60.553889",,,200,83.42
GigaChat,"58.043056, 60.553889","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,492.44
Yandex,"59.076667, 37.901111",", Туркменистан, Ахалский велаят",other,200,109.83
DaData,"59.076667, 37.901111",,,200,77.2
GigaChat,"59.076667, 37.901111","По указанным вами координатам находится адрес:

**Санкт-Петербург, улица Академика Лебедева, дом 4.**",-,200,516.35
Yandex,"58.461111, 92.148611",,network error: list index out of range,0,2355.62
DaData,"58.461111, 92.148611",,,400,59.44
GigaChat,"58.461111, 92.148611","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,513.52
Yandex,"59.562500, 150.803611",,network error: list index out of range,0,2310.34
DaData,"59.562500, 150.803611",,,400,84.66
GigaChat,"59.562500, 150.803611","Указанные вами координаты находятся примерно в районе архипелага Новая Земля, Россия. Точнее определить адрес по таким координатам невозможно, поскольку в указанных широте и долготе расположено несколько населённых пунктов и объектов, принадлежащих разным организациям и ведомствам. Для точного адреса потребуется дополнительная информация о конкретном населённом пункте или объекте.",-,200,806.71
Yandex,"53.016667, 158.650000",,network error: list index out of range,0,2325.51
DaData,"53.016667, 158.650000",,,400,79.78
GigaChat,"53.016667, 158.650000","Указанные вами координаты находятся в море — это акватория Берингова моря примерно в районе между полуостровом Чукотка и островом Айнэ (Алеутские острова). По таким координатам точный почтовый адрес определить невозможно, поскольку там отсутствует населённая местность или населённые пункты.",-,200,529.04
Yandex,"62.033889, 129.733056",,network error: list index out of range,0,2334.31
DaData,"62.033889, 129.733056",,,400,65.23
GigaChat,"62.033889, 129.733056","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,571.61
Yandex,"62.027222, 129.731944",,network error: list index out of range,0,2314.45
DaData,"62.027222, 129.731944",,,400,55.36
GigaChat,"62.027222, 129.731944","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-поисковыми системами, такими как Яндекс.Карты, Google Maps или 2ГИС.",-,200,513.53
Yandex,"56.753690, 37.193314",", Иран, Северный Хорасан",other,200,106.77
DaData,"56.753690, 37.193314",,,200,68.58
GigaChat,"56.753690, 37.193314","Полный почтовый адрес по указанным координатам определить невозможно без использования дополнительных навыков геокодирования. Могу лишь сказать, что эти координаты находятся примерно в районе Москвы, Россия. Для точного адреса потребуется воспользоваться специализированными сервисами геокодирования.",-,200,675.82
Yandex,"56.342500, 37.520278",", Иран, Северный Хорасан",other,200,102.54
DaData,"56.342500, 37.520278",,,200,58.61
GigaChat,"56.342500, 37.520278","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,745.65
Yandex,"54.920000, 37.410000",", Иран, Голестан",other,200,142.25
DaData,"54.920000, 37.410000",,,200,58.0
GigaChat,"54.920000, 37.410000","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-поисковыми системами типа Яндекс.Карты, Google Maps или 2ГИС.",-,200,528.34
Yandex,"55.616667, 37.650000",", Иран, Голестан",other,200,111.63
DaData,"55.616667, 37.650000",,,200,70.54
GigaChat,"55.616667, 37.650000","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и картам, чтобы точно определить адрес по указанным координатам. Рекомендую воспользоваться специализированными сервисами карт и геолокации, такими как Яндекс.Карты, Google Maps или 2ГИС.",-,200,490.74
Yandex,"55.914167, 37.825000",", Иран, Голестан",other,200,109.97
DaData,"55.914167, 37.825000",,,200,82.03
GigaChat,"55.914167, 37.825000","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или гео-поисковыми системами типа Яндекс.Карты, Google Maps или 2ГИС.",-,200,1072.41
Yandex,"55.900000, 37.583333",", Иран, Голестан",other,200,113.24
DaData,"55.900000, 37.583333",,,200,70.27
GigaChat,"55.900000, 37.583333","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и картам в режиме реального времени, поэтому точно определить адрес по указанным координатам сейчас невозможно.",-,200,598.61
Yandex,"55.869444, 37.661667",", Иран, Голестан",other,200,114.29
DaData,"55.869444, 37.661667",,,200,57.21
GigaChat,"55.869444, 37.661667","Полный почтовый адрес по указанным координатам определить невозможно без использования дополнительных навыков геокодирования. Однако ориентировочно эти координаты соответствуют территории Москвы, возможно району Арбат или Замоскворечье. Точный адрес можно уточнить только с помощью специализированных сервисов геокодирования или карт.",-,200,954.57
Yandex,"55.761111, 37.656389",", Иран, Голестан",other,200,102.19
DaData,"55.761111, 37.656389",,,200,66.87
GigaChat,"55.761111, 37.656389","Полный почтовый адрес по указанным координатам (55.761111, 37.656389):

**Москва, Россия**

Точный адрес зависит от масштаба карты и точности координат, однако наиболее вероятно, что это район Арбат или Замоскворечье в центре Москвы.",-,200,773.2
Yandex,"55.733890, 37.587129",", Иран, Голестан",other,200,140.2
DaData,"55.733890, 37.587129",,,200,78.85
GigaChat,"55.733890, 37.587129","Полный почтовый адрес по указанным координатам определить невозможно без использования дополнительных навыков геокодирования. Однако примерно эти координаты соответствуют центру Москвы, Россия. Полный точный адрес без обращения к дополнительным сервисам назвать нельзя.",-,200,643.27
Yandex,"55.678333, 37.893333",", Иран, Голестан",other,200,95.48
DaData,"55.678333, 37.893333",,,200,71.07
GigaChat,"55.678333, 37.893333","Без использования дополнительных навыков у меня нет доступа к картам и базам данных адресов, чтобы точно определить адрес по координатам. Рекомендую воспользоваться специализированными сервисами или картографическими сайтами, такими как Яндекс.Карты или Google Maps.",-,200,656.41
Yandex,"55.630556, 37.800556",", Иран, Голестан",other,200,100.33
DaData,"55.630556, 37.800556",,,200,66.01
GigaChat,"55.630556, 37.800556","Полный почтовый адрес по указанным координатам: Москва, Россия. Точные детали адреса (улица, дом и т.п.) по координатам определить невозможно.",-,200,372.76
Yandex,"55.580556, 37.693611",", Иран, Голестан",other,200,119.28
DaData,"55.580556, 37.693611",,,200,83.68
GigaChat,"55.580556, 37.693611","Полный почтовый адрес по указанным координатам определить невозможно без использования дополнительных навыков геокодирования. Однако ориентировочно эти координаты находятся в Москве, недалеко от станции метро «Проспект Мира». Точный адрес без обращения к дополнительным сервисам назвать нельзя.",-,200,499.72
Yandex,"55.550000, 37.700000",", Иран, Голестан",other,200,109.87
DaData,"55.550000, 37.700000",,,200,67.39
GigaChat,"55.550000, 37.700000","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и картам, чтобы точно определить адрес по координатам. Рекомендую воспользоваться специализированными сервисами картографического направления, такими как Яндекс.Карты, Google Maps или Mail.ru Навигатор, которые позволяют быстро получить точный адрес по заданным координатам.",-,200,823.45
Yandex,"55.533333, 37.483333",", Иран, Голестан",other,200,98.32
DaData,"55.533333, 37.483333",,,200,70.79
GigaChat,"55.533333, 37.483333","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и картам, чтобы точно определить адрес по координатам. Рекомендую воспользоваться специализированными сервисами карт или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,513.28
Yandex,"55.508333, 37.326389",", Иран, Голестан",other,200,105.18
DaData,"55.508333, 37.326389",,,200,82.26
GigaChat,"55.508333, 37.326389","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и картам, чтобы точно определить адрес по указанным координатам. Рекомендую воспользоваться специализированными сервисами карт и геокодирования, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,707.77
Yandex,"55.433333, 37.550000",", Иран, Голестан",other,200,132.47
DaData,"55.433333, 37.550000",,,200,58.15
GigaChat,"55.433333, 37.550000","По указанным координатам находится адрес:

**Москва, Россия, улица Большая Якиманка, дом №2/6, строение 1.**",-,200,355.51
Yandex,"55.422500, 37.554167",", Иран, Голестан",other,200,121.54
DaData,"55.422500, 37.554167",,,200,92.65
GigaChat,"55.422500, 37.554167","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования и я не могу точно определить адрес по координатам. Однако ориентировочно эти координаты находятся в Москве, Россия. Полный точный адрес можно получить через специализированные сервисы картографии или геоинформационные системы.",-,200,720.2
Yandex,"55.383333, 37.550000",", Иран, Голестан",other,200,107.73
DaData,"55.383333, 37.550000",,,200,70.09
GigaChat,"55.383333, 37.550000","Полный почтовый адрес по указанным вами координатам (55.383333, 37.550000):

**Москва, Красная площадь, дом 1**  
(примерный адрес, точный адрес может отличаться)",-,200,522.68
Yandex,"55.350000, 37.616667",", Иран, Голестан",other,200,101.25
DaData,"55.350000, 37.616667",,,200,83.36
GigaChat,"55.350000, 37.616667","Полный почтовый адрес по указанным вами координатам (55.350000, 37.616667) — Москва, Красная площадь, 1.",-,200,415.44
Yandex,"55.333333, 37.750000",", Иран, Голестан",other,200,104.03
DaData,"55.333333, 37.750000",,,200,58.27
GigaChat,"55.333333, 37.750000","Без использования дополнительных навыков у меня нет доступа к базам данных геокодирования и я не могу точно определить адрес по координатам. Однако ориентировочно эти координаты соответствуют центру Москвы, Россия. Полный точный почтовый адрес без обращения к дополнительным сервисам указать не получится.",-,200,492.12
Yandex,"55.316667, 38.650000",", Туркменистан, Балканский велаят",other,200,89.48
DaData,"55.316667, 38.650000",,,200,75.51
GigaChat,"55.316667, 38.650000","Без использования дополнительных навыков у меня нет доступа к картам или базам данных с адресами, чтобы точно определить адрес по координатам. Рекомендую воспользоваться специализированными сервисами картографического направления, такими как Яндекс.Карты, Google Maps или 2ГИС, которые позволяют найти адрес по заданным координатам.",-,200,544.97
Yandex,"55.183333, 37.966667",", Туркменистан, Балканский велаят",other,200,106.68
DaData,"55.183333, 37.966667",,,200,83.72
GigaChat,"55.183333, 37.966667","Полный почтовый адрес по указанным вами координатам (55.183333, 37.966667):

**Москва, Россия, Центральный административный округ, район Хамовники, улица Большая Полянка, дом № 22/2, строение 2.**",-,200,738.83
Yandex,"55.116667, 38.766667",", Туркменистан, Балканский велаят",other,200,87.21
DaData,"55.116667, 38.766667",,,200,88.98
GigaChat,"55.116667, 38.766667","Без использования дополнительных навыков у меня нет доступа к базам данных с геокодированными адресами. Рекомендую воспользоваться специализированными сервисами карт или геоаналитики, такими как Яндекс.Карты, Google Maps или API картовых сервисов.",-,200,702.01
Yandex,"55.012222, 82.935556",", Северный Ледовитый океан",other,200,142.01
DaData,"55.012222, 82.935556",,,200,81.01
GigaChat,"55.012222, 82.935556","Без использования дополнительных навыков у меня нет доступа к базам геокодирования и я не могу точно определить адрес по координатам. Рекомендую воспользоваться специализированными картографическими сервисами или геоинформационными системами, такими как Яндекс.Карты, Google Maps или OpenStreetMap.",-,200,491.4
